hypothesis_id,hypothesis_type,status,confidence_tier,context,bb_level_ids,claim,evidence,matched_control,moa_class,caveats,evidence_rank_score
ZSH-0914,level_control_mimicry,hypothesis_triage,C,zel028_hek293,bb3=BB_6847716822,"bb3=BB_6847716822 mimics derazantinib (FGFR inhibitor) - rank-1 control match, cos 0.266","cos=0.266, p=0.000 vs 200-draw gene-label-permutation null",derazantinib,FGFR_inhibitor,weak_null;singleton,0.2660972396237437
ZSH-0917,level_control_mimicry,hypothesis_triage,C,zel028_a549,bb4=BB_0784487728,"bb4=BB_0784487728 mimics HTH-01-015 (HSF1 heat shock validated) - rank-1 control match, cos 0.265","cos=0.265, p=0.000 vs 200-draw gene-label-permutation null",HTH-01-015,HSF1_heat_shock_validated,weak_null;singleton,0.265410316687676
ZSH-0922,level_control_mimicry,hypothesis_triage,C,zel028_hek293,bb4=BB_0197599538,"bb4=BB_0197599538 mimics fexagratinib (FGFR inhibitor) - rank-1 control match, cos 0.265","cos=0.265, p=0.000 vs 200-draw gene-label-permutation null",fexagratinib,FGFR_inhibitor,weak_null;singleton,0.2650204763210559
ZSH-0923,level_control_mimicry,hypothesis_triage,C,zel028_hek293,bb1=BB_6290953361,"bb1=BB_6290953361 mimics KME-2780 (Unknown Other) - rank-1 control match, cos 0.265","cos=0.265, p=0.000 vs 200-draw gene-label-permutation null",KME-2780,Unknown_Other,weak_null;singleton,0.264987456826451
ZSH-0925,level_control_mimicry,hypothesis_triage,C,zel028_a549,bb3=BB_3829381442,"bb3=BB_3829381442 mimics HTH-01-015 (HSF1 heat shock validated) - rank-1 control match, cos 0.265","cos=0.265, p=0.000 vs 200-draw gene-label-permutation null",HTH-01-015,HSF1_heat_shock_validated,weak_null;singleton,0.2649750781502526
ZSH-0926,level_control_mimicry,hypothesis_triage,C,zel031_a549,bb1=BB_3829381442,"bb1=BB_3829381442 mimics HTH-01-015 (HSF1 heat shock validated) - rank-1 control match, cos 0.265","cos=0.265, p=0.000 vs 200-draw gene-label-permutation null",HTH-01-015,HSF1_heat_shock_validated,weak_null,0.2647086995398772
ZSH-0929,level_control_mimicry,hypothesis_triage,C,zel028_hek293,bb4=BB_9834567321,"bb4=BB_9834567321 mimics fexagratinib (FGFR inhibitor) - rank-1 control match, cos 0.264","cos=0.264, p=0.000 vs 200-draw gene-label-permutation null",fexagratinib,FGFR_inhibitor,weak_null;singleton,0.2644844326833092
ZSH-0931,level_control_mimicry,hypothesis_triage,C,zel028_hek293,bb3=BB_6978473944,"bb3=BB_6978473944 mimics KME-2780 (Unknown Other) - rank-1 control match, cos 0.264","cos=0.264, p=0.000 vs 200-draw gene-label-permutation null",KME-2780,Unknown_Other,weak_null;singleton,0.2644198926599017
ZSH-0934,level_control_mimicry,hypothesis_triage,C,zel028_a549,bb3=BB_1235684090,"bb3=BB_1235684090 mimics HTH-01-015 (HSF1 heat shock validated) - rank-1 control match, cos 0.264","cos=0.264, p=0.000 vs 200-draw gene-label-permutation null",HTH-01-015,HSF1_heat_shock_validated,weak_null;singleton,0.2637225544680947
ZSH-0936,level_control_mimicry,hypothesis_triage,C,zel031_a549,bb0=BB_5863299876,"bb0=BB_5863299876 mimics HTH-01-015 (HSF1 heat shock validated) - rank-1 control match, cos 0.264","cos=0.264, p=0.000 vs 200-draw gene-label-permutation null",HTH-01-015,HSF1_heat_shock_validated,weak_null,0.2637038923810954
ZSH-0940,level_control_mimicry,hypothesis_triage,C,zel028_hek293,bb2=BB_3460866978,"bb2=BB_3460866978 mimics STM2457 (Epigenetic writer eraser) - rank-1 control match, cos 0.263","cos=0.263, p=0.000 vs 200-draw gene-label-permutation null",STM2457,Epigenetic_writer_eraser,weak_null;singleton,0.2630412584395144
ZSH-0941,level_control_mimicry,hypothesis_triage,C,zel028_hek293,bb3=BB_0141978289,"bb3=BB_0141978289 mimics GSK126 (Epigenetic writer eraser) - rank-1 control match, cos 0.263","cos=0.263, p=0.000 vs 200-draw gene-label-permutation null",GSK126,Epigenetic_writer_eraser,weak_null;singleton,0.2626136202319182
ZSH-0942,level_control_mimicry,hypothesis_triage,C,zel024_hek293,bb3=BB_1483345899,"bb3=BB_1483345899 mimics derazantinib (FGFR inhibitor) - rank-1 control match, cos 0.263","cos=0.263, p=0.000 vs 200-draw gene-label-permutation null",derazantinib,FGFR_inhibitor,weak_null,0.2625389694645184
ZSH-0945,level_control_mimicry,hypothesis_triage,C,zel028_a549,bb1=BB_3244550444,"bb1=BB_3244550444 mimics GCN2-IN-7 (Stress kinase inhibitor) - rank-1 control match, cos 0.262","cos=0.262, p=0.000 vs 200-draw gene-label-permutation null",GCN2-IN-7,Stress_kinase_inhibitor,weak_null;singleton,0.2623853375550937
ZSH-0949,level_control_mimicry,hypothesis_triage,C,zel028_hek293,bb1=BB_1596297894,"bb1=BB_1596297894 mimics STM2457 (Epigenetic writer eraser) - rank-1 control match, cos 0.262","cos=0.262, p=0.000 vs 200-draw gene-label-permutation null",STM2457,Epigenetic_writer_eraser,weak_null;singleton,0.2616208805566126
ZSH-0951,level_control_mimicry,hypothesis_triage,C,zel031_a549,bb0=BB_8117313079,"bb0=BB_8117313079 mimics GCN2-IN-7 (Stress kinase inhibitor) - rank-1 control match, cos 0.261","cos=0.261, p=0.000 vs 200-draw gene-label-permutation null",GCN2-IN-7,Stress_kinase_inhibitor,weak_null,0.2614595820234757
ZSH-0952,level_control_mimicry,hypothesis_triage,C,zel024_hek293,bb3=BB_1708320181,"bb3=BB_1708320181 mimics ZF135/MRTX-1719 (Unknown/Other) - rank-1 control match, cos 0.261","cos=0.261, p=0.000 vs 200-draw gene-label-permutation null",ZF135/MRTX-1719,Unknown/Other,weak_null,0.2614550947633131
ZSH-0956,level_control_mimicry,hypothesis_triage,C,zel039_aec7,bb1=BB_7872179906,"bb1=BB_7872179906 mimics rucaparib (PARP inhibitor) - rank-1 control match, cos 0.261","cos=0.261, p=0.000 vs 200-draw gene-label-permutation null",rucaparib,PARP_inhibitor,weak_null,0.2606695403008489
ZSH-0957,level_control_mimicry,hypothesis_triage,C,zel028_a549,bb4=BB_7080851540,"bb4=BB_7080851540 mimics HTH-01-015 (HSF1 heat shock validated) - rank-1 control match, cos 0.260","cos=0.260, p=0.000 vs 200-draw gene-label-permutation null",HTH-01-015,HSF1_heat_shock_validated,weak_null;singleton,0.2604481177859511
ZSH-0960,level_control_mimicry,hypothesis_triage,C,zel028_hek293,bb1=BB_2053918042,"bb1=BB_2053918042 mimics JAB-3068 (Phosphatase inhibitor) - rank-1 control match, cos 0.260","cos=0.260, p=0.000 vs 200-draw gene-label-permutation null",JAB-3068,Phosphatase_inhibitor,weak_null;singleton,0.2600541764191472
ZSH-0961,level_control_mimicry,hypothesis_triage,C,zel039_aec7,bb2=BB_9889940298,"bb2=BB_9889940298 mimics sorafenib (MEK RAF multikinase) - rank-1 control match, cos 0.260","cos=0.260, p=0.000 vs 200-draw gene-label-permutation null",sorafenib,MEK_RAF_multikinase,weak_null,0.2595254224839963
ZSH-0963,level_control_mimicry,hypothesis_triage,C,zel024_hek293,bb3=BB_3497641765,"bb3=BB_3497641765 mimics N-deshydroxyethyl dasatinib (BCR ABL inhibitor) - rank-1 control match, cos 0.259","cos=0.259, p=0.000 vs 200-draw gene-label-permutation null",N-deshydroxyethyl dasatinib,BCR_ABL_inhibitor,weak_null,0.2592617505029393
ZSH-0966,level_control_mimicry,hypothesis_triage,C,zel028_hek293,bb3=BB_1597208583,"bb3=BB_1597208583 mimics BMS-509744 (Unknown Other) - rank-1 control match, cos 0.259","cos=0.259, p=0.000 vs 200-draw gene-label-permutation null",BMS-509744,Unknown_Other,weak_null;singleton,0.2588891648467122
ZSH-0968,level_control_mimicry,hypothesis_triage,C,zel028_a549,bb3=BB_9589229674,"bb3=BB_9589229674 mimics STC-15 (Epigenetic writer eraser) - rank-1 control match, cos 0.258","cos=0.258, p=0.000 vs 200-draw gene-label-permutation null",STC-15,Epigenetic_writer_eraser,weak_null;singleton,0.25845420265882
ZSH-0969,level_control_mimicry,hypothesis_triage,C,zel028_hek293,bb3=BB_9266277810,"bb3=BB_9266277810 mimics N-deshydroxyethyl dasatinib (BCR ABL inhibitor) - rank-1 control match, cos 0.258","cos=0.258, p=0.000 vs 200-draw gene-label-permutation null",N-deshydroxyethyl dasatinib,BCR_ABL_inhibitor,weak_null;singleton,0.25839131558883
ZSH-0970,level_control_mimicry,hypothesis_triage,C,zel028_a549,bb4=BB_5929339909,"bb4=BB_5929339909 mimics MSC1094308 (VCP/VPS4B AAA ATPase inhibitor) - rank-1 control match, cos 0.258","cos=0.258, p=0.000 vs 200-draw gene-label-permutation null",MSC1094308,AAA_ATPase_inhibitor,weak_null;singleton,0.258311175725813
ZSH-0971,level_control_mimicry,hypothesis_triage,C,zel028_a549,bb3=BB_6943918746,"bb3=BB_6943918746 mimics derazantinib (FGFR inhibitor) - rank-1 control match, cos 0.258","cos=0.258, p=0.000 vs 200-draw gene-label-permutation null",derazantinib,FGFR_inhibitor,weak_null;singleton,0.2582530518305966
ZSH-0973,level_control_mimicry,hypothesis_triage,C,zel028_hek293,bb1=BB_7878081693,"bb1=BB_7878081693 mimics MK2-IN-1 (Stress kinase inhibitor) - rank-1 control match, cos 0.258","cos=0.258, p=0.000 vs 200-draw gene-label-permutation null",MK2-IN-1,Stress_kinase_inhibitor,weak_null;singleton,0.258117311935999
ZSH-0977,level_control_mimicry,hypothesis_triage,C,zel028_hek293,bb4=BB_0151361091,"bb4=BB_0151361091 mimics KME-2780 (Unknown Other) - rank-1 control match, cos 0.258","cos=0.258, p=0.000 vs 200-draw gene-label-permutation null",KME-2780,Unknown_Other,weak_null;singleton,0.2577159345628833
ZSH-0980,level_control_mimicry,hypothesis_triage,C,zel039_aec7,bb2=BB_7709010551,"bb2=BB_7709010551 mimics Capmatinib (ALK MET inhibitor) - rank-1 control match, cos 0.257","cos=0.257, p=0.000 vs 200-draw gene-label-permutation null",Capmatinib,ALK_MET_inhibitor,weak_null,0.2574350657749965
ZSH-0982,level_control_mimicry,hypothesis_triage,C,zel028_hek293,bb3=BB_3829381442,"bb3=BB_3829381442 mimics JAB-3068 (Phosphatase inhibitor) - rank-1 control match, cos 0.257","cos=0.257, p=0.000 vs 200-draw gene-label-permutation null",JAB-3068,Phosphatase_inhibitor,weak_null;singleton,0.2572179974272743
ZSH-0983,level_control_mimicry,hypothesis_triage,C,zel028_hek293,bb1=BB_0965953915,"bb1=BB_0965953915 mimics derazantinib (FGFR inhibitor) - rank-1 control match, cos 0.257","cos=0.257, p=0.000 vs 200-draw gene-label-permutation null",derazantinib,FGFR_inhibitor,weak_null;singleton,0.2569815919548867
ZSH-0985,level_control_mimicry,hypothesis_triage,C,zel039_aec7,bb1=BB_6383795180,"bb1=BB_6383795180 mimics XL019 (JAK STAT inhibitor) - rank-1 control match, cos 0.257","cos=0.257, p=0.000 vs 200-draw gene-label-permutation null",XL019,JAK_STAT_inhibitor,weak_null,0.2566554064352055
ZSH-0987,level_control_mimicry,hypothesis_triage,C,zel039_aec7,bb0=BB_0995925376,"bb0=BB_0995925376 mimics Crizotinib (ALK MET inhibitor) - rank-1 control match, cos 0.256","cos=0.256, p=0.000 vs 200-draw gene-label-permutation null",Crizotinib,ALK_MET_inhibitor,weak_null,0.2562667319609824
ZSH-0990,level_control_mimicry,hypothesis_triage,C,zel031_a549,bb0=BB_9498923076,"bb0=BB_9498923076 mimics AZD-3463 (ALK MET inhibitor) - rank-1 control match, cos 0.256","cos=0.256, p=0.000 vs 200-draw gene-label-permutation null",AZD-3463,ALK_MET_inhibitor,weak_null,0.2557399935016749
ZSH-0991,level_control_mimicry,hypothesis_triage,C,zel028_a549,bb2=BB_3460866978,"bb2=BB_3460866978 mimics AZD-3463 (ALK MET inhibitor) - rank-1 control match, cos 0.255","cos=0.255, p=0.000 vs 200-draw gene-label-permutation null",AZD-3463,ALK_MET_inhibitor,weak_null;singleton,0.2554520304491636
ZSH-0993,level_control_mimicry,hypothesis_triage,C,zel028_hek293,bb3=BB_6358616567,"bb3=BB_6358616567 mimics KME-2780 (Unknown Other) - rank-1 control match, cos 0.255","cos=0.255, p=0.000 vs 200-draw gene-label-permutation null",KME-2780,Unknown_Other,weak_null;singleton,0.2550809700371504
ZSH-0994,level_control_mimicry,hypothesis_triage,C,zel024_hek293,bb3=BB_7255455512,"bb3=BB_7255455512 mimics SMARCA ligand 1 (Chromatin remodeling) - rank-1 control match, cos 0.255","cos=0.255, p=0.000 vs 200-draw gene-label-permutation null",SMARCA ligand 1,Chromatin_remodeling,weak_null,0.2549383742637551
ZSH-0996,level_control_mimicry,hypothesis_triage,C,zel028_a549,bb1=BB_5033587669,"bb1=BB_5033587669 mimics GCN2-IN-7 (Stress kinase inhibitor) - rank-1 control match, cos 0.255","cos=0.255, p=0.000 vs 200-draw gene-label-permutation null",GCN2-IN-7,Stress_kinase_inhibitor,weak_null;singleton,0.2548263006504377
ZSH-0997,level_control_mimicry,hypothesis_triage,C,zel028_hek293,bb1=BB_7665146157,"bb1=BB_7665146157 mimics derazantinib (FGFR inhibitor) - rank-1 control match, cos 0.255","cos=0.255, p=0.000 vs 200-draw gene-label-permutation null",derazantinib,FGFR_inhibitor,weak_null;singleton,0.2548049884515932
ZSH-0998,level_control_mimicry,hypothesis_triage,C,zel028_a549,bb4=BB_8984708114,"bb4=BB_8984708114 mimics ZM336372 (MEK RAF multikinase) - rank-1 control match, cos 0.255","cos=0.255, p=0.000 vs 200-draw gene-label-permutation null",ZM336372,MEK_RAF_multikinase,weak_null;singleton,0.2546450605124264
ZSH-0999,level_control_mimicry,hypothesis_triage,C,zel028_a549,bb3=BB_7837625215,"bb3=BB_7837625215 mimics GCN2-IN-7 (Stress kinase inhibitor) - rank-1 control match, cos 0.255","cos=0.255, p=0.000 vs 200-draw gene-label-permutation null",GCN2-IN-7,Stress_kinase_inhibitor,weak_null;singleton,0.2546307622795703
ZSH-1001,level_control_mimicry,hypothesis_triage,C,zel028_a549,bb4=BB_8019107213,"bb4=BB_8019107213 mimics STM2457 (Epigenetic writer eraser) - rank-1 control match, cos 0.254","cos=0.254, p=0.000 vs 200-draw gene-label-permutation null",STM2457,Epigenetic_writer_eraser,weak_null;singleton,0.25429454750647
ZSH-1002,level_control_mimicry,hypothesis_triage,C,zel031_a549,bb0=BB_9448954666,"bb0=BB_9448954666 mimics AZD-3463 (ALK MET inhibitor) - rank-1 control match, cos 0.254","cos=0.254, p=0.000 vs 200-draw gene-label-permutation null",AZD-3463,ALK_MET_inhibitor,weak_null,0.254183248016163
ZSH-1003,level_control_mimicry,hypothesis_triage,C,zel028_hek293,bb4=BB_4873324777,"bb4=BB_4873324777 mimics BMS-509744 (Unknown Other) - rank-1 control match, cos 0.254","cos=0.254, p=0.000 vs 200-draw gene-label-permutation null",BMS-509744,Unknown_Other,weak_null;singleton,0.2540281934615024
ZSH-1004,level_control_mimicry,hypothesis_triage,C,zel031_a549,bb1=BB_9829174648,"bb1=BB_9829174648 mimics HTH-01-015 (HSF1 heat shock validated) - rank-1 control match, cos 0.254","cos=0.254, p=0.000 vs 200-draw gene-label-permutation null",HTH-01-015,HSF1_heat_shock_validated,weak_null,0.2540059859994474
ZSH-1005,level_control_mimicry,hypothesis_triage,C,zel028_hek293,bb3=BB_0068057945,"bb3=BB_0068057945 mimics BMS-509744 (Unknown Other) - rank-1 control match, cos 0.254","cos=0.254, p=0.000 vs 200-draw gene-label-permutation null",BMS-509744,Unknown_Other,weak_null;singleton,0.2539309098770141
ZSH-1007,level_control_mimicry,hypothesis_triage,C,zel028_a549,bb4=BB_2497342366,"bb4=BB_2497342366 mimics MK2-IN-1 (Stress kinase inhibitor) - rank-1 control match, cos 0.253","cos=0.253, p=0.000 vs 200-draw gene-label-permutation null",MK2-IN-1,Stress_kinase_inhibitor,weak_null;singleton,0.2534901377594443
ZSH-1010,level_control_mimicry,hypothesis_triage,C,zel028_a549,bb4=BB_4501961276,"bb4=BB_4501961276 mimics GCN2-IN-7 (Stress kinase inhibitor) - rank-1 control match, cos 0.253","cos=0.253, p=0.000 vs 200-draw gene-label-permutation null",GCN2-IN-7,Stress_kinase_inhibitor,weak_null;singleton,0.2534110121859885
ZSH-1011,level_control_mimicry,hypothesis_triage,C,zel039_aec7,bb1=BB_2585216724,"bb1=BB_2585216724 mimics rucaparib (PARP inhibitor) - rank-1 control match, cos 0.253","cos=0.253, p=0.000 vs 200-draw gene-label-permutation null",rucaparib,PARP_inhibitor,weak_null,0.2533279868071106
ZSH-1012,level_control_mimicry,hypothesis_triage,C,zel039_aec7,bb2=BB_4204953307,"bb2=BB_4204953307 mimics rucaparib (PARP inhibitor) - rank-1 control match, cos 0.253","cos=0.253, p=0.000 vs 200-draw gene-label-permutation null",rucaparib,PARP_inhibitor,weak_null,0.253219853706219
ZSH-1013,level_control_mimicry,hypothesis_triage,C,zel031_a549,bb1=BB_0440317785,"bb1=BB_0440317785 mimics HTH-01-015 (HSF1 heat shock validated) - rank-1 control match, cos 0.253","cos=0.253, p=0.000 vs 200-draw gene-label-permutation null",HTH-01-015,HSF1_heat_shock_validated,weak_null,0.2531116411825486
ZSH-1021,level_control_mimicry,hypothesis_triage,C,zel024_hek293,bb0=BB_2046017352,"bb0=BB_2046017352 mimics Crizotinib (ALK MET inhibitor) - rank-1 control match, cos 0.252","cos=0.252, p=0.000 vs 200-draw gene-label-permutation null",Crizotinib,ALK_MET_inhibitor,weak_null,0.2517344653916662
ZSH-1022,level_control_mimicry,hypothesis_triage,C,zel039_aec7,bb1=BB_8930974984,"bb1=BB_8930974984 mimics HTH-01-015 (HSF1 heat shock validated) - rank-1 control match, cos 0.252","cos=0.252, p=0.000 vs 200-draw gene-label-permutation null",HTH-01-015,HSF1_heat_shock_validated,weak_null,0.2517186704070814
ZSH-1023,level_control_mimicry,hypothesis_triage,C,zel028_hek293,bb1=BB_5033587669,"bb1=BB_5033587669 mimics ZM336372 (MEK RAF multikinase) - rank-1 control match, cos 0.252","cos=0.252, p=0.000 vs 200-draw gene-label-permutation null",ZM336372,MEK_RAF_multikinase,weak_null;singleton,0.2515674949305929
ZSH-1027,level_control_mimicry,hypothesis_triage,C,zel039_aec7,bb0=BB_2371372935,"bb0=BB_2371372935 mimics MK2-IN-1 (Stress kinase inhibitor) - rank-1 control match, cos 0.251","cos=0.251, p=0.000 vs 200-draw gene-label-permutation null",MK2-IN-1,Stress_kinase_inhibitor,weak_null,0.2511718856582272
ZSH-1028,level_control_mimicry,hypothesis_triage,C,zel028_hek293,bb1=BB_6317837957,"bb1=BB_6317837957 mimics KME-2780 (Unknown Other) - rank-1 control match, cos 0.251","cos=0.251, p=0.000 vs 200-draw gene-label-permutation null",KME-2780,Unknown_Other,weak_null;singleton,0.2511536579264004
ZSH-1029,level_control_mimicry,hypothesis_triage,C,zel039_aec7,bb1=BB_7546695917,"bb1=BB_7546695917 mimics rucaparib (PARP inhibitor) - rank-1 control match, cos 0.251","cos=0.251, p=0.000 vs 200-draw gene-label-permutation null",rucaparib,PARP_inhibitor,weak_null,0.2511019391747136
ZSH-1036,level_control_mimicry,hypothesis_triage,C,zel028_a549,bb3=BB_8729740620,"bb3=BB_8729740620 mimics HTH-01-015 (HSF1 heat shock validated) - rank-1 control match, cos 0.250","cos=0.250, p=0.000 vs 200-draw gene-label-permutation null",HTH-01-015,HSF1_heat_shock_validated,weak_null;singleton,0.2504328704498376
ZSH-1040,level_control_mimicry,hypothesis_triage,C,zel028_a549,bb1=BB_8741131108,"bb1=BB_8741131108 mimics HTH-01-015 (HSF1 heat shock validated) - rank-1 control match, cos 0.250","cos=0.250, p=0.000 vs 200-draw gene-label-permutation null",HTH-01-015,HSF1_heat_shock_validated,weak_null;singleton,0.2501383844134386
ZSH-1041,level_control_mimicry,hypothesis_triage,C,zel024_hek293,bb3=BB_0662554446,"bb3=BB_0662554446 mimics ZF135/MRTX-1719 (Unknown/Other) - rank-1 control match, cos 0.250","cos=0.250, p=0.000 vs 200-draw gene-label-permutation null",ZF135/MRTX-1719,Unknown/Other,weak_null,0.2501268305188426
ZSH-1043,level_control_mimicry,hypothesis_triage,C,zel031_a549,bb0=BB_4722406434,"bb0=BB_4722406434 mimics AZD-3463 (ALK MET inhibitor) - rank-1 control match, cos 0.250","cos=0.250, p=0.000 vs 200-draw gene-label-permutation null",AZD-3463,ALK_MET_inhibitor,weak_null,0.2498747584051182
ZSH-1047,level_control_mimicry,hypothesis_triage,C,zel028_hek293,bb3=BB_8458716764,"bb3=BB_8458716764 mimics HTH-01-015 (HSF1 heat shock validated) - rank-1 control match, cos 0.250","cos=0.250, p=0.000 vs 200-draw gene-label-permutation null",HTH-01-015,HSF1_heat_shock_validated,weak_null;singleton,0.2496057870637465
ZSH-1051,level_control_mimicry,hypothesis_triage,C,zel028_hek293,bb3=BB_4748212610,"bb3=BB_4748212610 mimics ZF135/MRTX-1719 (Unknown/Other) - rank-1 control match, cos 0.249","cos=0.249, p=0.000 vs 200-draw gene-label-permutation null",ZF135/MRTX-1719,Unknown/Other,weak_null;singleton,0.2491927795226629
ZSH-1055,level_control_mimicry,hypothesis_triage,C,zel024_hek293,bb3=BB_1630146909,"bb3=BB_1630146909 mimics sorafenib (MEK RAF multikinase) - rank-1 control match, cos 0.248","cos=0.248, p=0.000 vs 200-draw gene-label-permutation null",sorafenib,MEK_RAF_multikinase,weak_null,0.2483696466476253
ZSH-1060,level_control_mimicry,hypothesis_triage,C,zel031_a549,bb0=BB_1250584201,"bb0=BB_1250584201 mimics GCN2-IN-7 (Stress kinase inhibitor) - rank-1 control match, cos 0.248","cos=0.248, p=0.000 vs 200-draw gene-label-permutation null",GCN2-IN-7,Stress_kinase_inhibitor,weak_null,0.2481038564865606
ZSH-1062,level_control_mimicry,hypothesis_triage,C,zel028_hek293,bb1=BB_7168741141,"bb1=BB_7168741141 mimics JAB-3068 (Phosphatase inhibitor) - rank-1 control match, cos 0.248","cos=0.248, p=0.000 vs 200-draw gene-label-permutation null",JAB-3068,Phosphatase_inhibitor,weak_null;singleton,0.2479208309801506
ZSH-1063,level_control_mimicry,hypothesis_triage,C,zel028_a549,bb3=BB_3343801403,"bb3=BB_3343801403 mimics MSC1094308 (VCP/VPS4B AAA ATPase inhibitor) - rank-1 control match, cos 0.248","cos=0.248, p=0.000 vs 200-draw gene-label-permutation null",MSC1094308,AAA_ATPase_inhibitor,weak_null;singleton,0.2479046387297277
ZSH-1067,level_control_mimicry,hypothesis_triage,C,zel028_a549,bb1=BB_4490171968,"bb1=BB_4490171968 mimics GCN2-IN-7 (Stress kinase inhibitor) - rank-1 control match, cos 0.248","cos=0.248, p=0.000 vs 200-draw gene-label-permutation null",GCN2-IN-7,Stress_kinase_inhibitor,weak_null;singleton,0.2476758920390474
ZSH-1074,level_control_mimicry,hypothesis_triage,C,zel028_hek293,bb4=BB_5415608208,"bb4=BB_5415608208 mimics sorafenib (MEK RAF multikinase) - rank-1 control match, cos 0.247","cos=0.247, p=0.000 vs 200-draw gene-label-permutation null",sorafenib,MEK_RAF_multikinase,weak_null;singleton,0.246626905520255
ZSH-1077,level_control_mimicry,hypothesis_triage,C,zel028_a549,bb1=BB_1702767752,"bb1=BB_1702767752 mimics MK2-IN-1 (Stress kinase inhibitor) - rank-1 control match, cos 0.246","cos=0.246, p=0.000 vs 200-draw gene-label-permutation null",MK2-IN-1,Stress_kinase_inhibitor,weak_null;singleton,0.246288372404277
ZSH-1089,level_control_mimicry,hypothesis_triage,C,zel039_aec7,bb2=BB_5134356880,"bb2=BB_5134356880 mimics MK2-IN-1 (Stress kinase inhibitor) - rank-1 control match, cos 0.245","cos=0.245, p=0.000 vs 200-draw gene-label-permutation null",MK2-IN-1,Stress_kinase_inhibitor,weak_null,0.2452418642561187
ZSH-1091,level_control_mimicry,hypothesis_triage,C,zel028_hek293,bb4=BB_0435703887,"bb4=BB_0435703887 mimics AZD-3463 (ALK MET inhibitor) - rank-1 control match, cos 0.245","cos=0.245, p=0.000 vs 200-draw gene-label-permutation null",AZD-3463,ALK_MET_inhibitor,weak_null;singleton,0.2450221496094414
ZSH-1093,level_control_mimicry,hypothesis_triage,C,zel039_aec7,bb2=BB_7958505610,"bb2=BB_7958505610 mimics HTH-01-015 (HSF1 heat shock validated) - rank-1 control match, cos 0.245","cos=0.245, p=0.000 vs 200-draw gene-label-permutation null",HTH-01-015,HSF1_heat_shock_validated,weak_null,0.2449226075151995
ZSH-1095,level_control_mimicry,hypothesis_triage,C,zel028_a549,bb3=BB_4803236175,"bb3=BB_4803236175 mimics GCN2-IN-7 (Stress kinase inhibitor) - rank-1 control match, cos 0.244","cos=0.244, p=0.000 vs 200-draw gene-label-permutation null",GCN2-IN-7,Stress_kinase_inhibitor,weak_null;singleton,0.244059519264534
ZSH-1096,level_control_mimicry,hypothesis_triage,C,zel028_a549,bb1=BB_3355218593,"bb1=BB_3355218593 mimics HTH-01-015 (HSF1 heat shock validated) - rank-1 control match, cos 0.244","cos=0.244, p=0.000 vs 200-draw gene-label-permutation null",HTH-01-015,HSF1_heat_shock_validated,weak_null;singleton,0.2437333696539647
ZSH-1101,level_control_mimicry,hypothesis_triage,C,zel039_aec7,bb1=BB_0549297364,"bb1=BB_0549297364 mimics MK2-IN-1 (Stress kinase inhibitor) - rank-1 control match, cos 0.243","cos=0.243, p=0.000 vs 200-draw gene-label-permutation null",MK2-IN-1,Stress_kinase_inhibitor,weak_null,0.2433826031774727
ZSH-1106,level_control_mimicry,hypothesis_triage,C,zel031_a549,bb1=BB_2537879758,"bb1=BB_2537879758 mimics ZM336372 (MEK RAF multikinase) - rank-1 control match, cos 0.243","cos=0.243, p=0.000 vs 200-draw gene-label-permutation null",ZM336372,MEK_RAF_multikinase,weak_null,0.2425388771248869
ZSH-1109,level_control_mimicry,hypothesis_triage,C,zel024_hek293,bb3=BB_4417860298,"bb3=BB_4417860298 mimics IRAK inhibitor 1 (Stress kinase inhibitor) - rank-1 control match, cos 0.242","cos=0.242, p=0.000 vs 200-draw gene-label-permutation null",IRAK inhibitor 1,Stress_kinase_inhibitor,weak_null,0.2423490521685163
ZSH-1110,level_control_mimicry,hypothesis_triage,C,zel028_hek293,bb1=BB_4833852442,"bb1=BB_4833852442 mimics sorafenib (MEK RAF multikinase) - rank-1 control match, cos 0.242","cos=0.242, p=0.000 vs 200-draw gene-label-permutation null",sorafenib,MEK_RAF_multikinase,weak_null;singleton,0.2422983733149353
ZSH-1117,level_control_mimicry,hypothesis_triage,C,zel031_a549,bb0=BB_6216718420,"bb0=BB_6216718420 mimics HTH-01-015 (HSF1 heat shock validated) - rank-1 control match, cos 0.241","cos=0.241, p=0.000 vs 200-draw gene-label-permutation null",HTH-01-015,HSF1_heat_shock_validated,weak_null,0.2414637237906929
ZSH-1120,level_control_mimicry,hypothesis_triage,C,zel031_a549,bb1=BB_3050145525,"bb1=BB_3050145525 mimics derazantinib (FGFR inhibitor) - rank-1 control match, cos 0.241","cos=0.241, p=0.000 vs 200-draw gene-label-permutation null",derazantinib,FGFR_inhibitor,weak_null,0.2413725931494938
ZSH-1121,level_control_mimicry,hypothesis_triage,C,zel031_a549,bb0=BB_5900627794,"bb0=BB_5900627794 mimics HTH-01-015 (HSF1 heat shock validated) - rank-1 control match, cos 0.241","cos=0.241, p=0.000 vs 200-draw gene-label-permutation null",HTH-01-015,HSF1_heat_shock_validated,weak_null,0.2413141709480638
ZSH-1124,level_control_mimicry,hypothesis_triage,C,zel024_hek293,bb3=BB_5090475991,"bb3=BB_5090475991 mimics ZM336372 (MEK RAF multikinase) - rank-1 control match, cos 0.241","cos=0.241, p=0.000 vs 200-draw gene-label-permutation null",ZM336372,MEK_RAF_multikinase,weak_null,0.2412329125803799
