hypothesis_id,hypothesis_type,status,confidence_tier,context,bb_level_ids,claim,evidence,matched_control,moa_class,caveats,evidence_rank_score
ZSH-0061,pair_hypothesis,hypothesis_triage,C,zel024_hek293,bb0=BB_3511951537 & bb1=BB_9483475878,"bb0=BB_3511951537 & bb1=BB_9483475878: interaction-driven program up [HSPA1B(+0.066), HNRNPA2B1(+0.053), JUN(+0.051)]; z=10.4 vs permutation refits; bb-effect-atlas agreement cos=0.93","z_perm=10.4, composite=20.1, n=166, cos_bb_effect_atlas=0.926; null: label-permutation refits",,,none,20.1
ZSH-0062,pair_hypothesis,hypothesis_triage,C,zel024_hek293,bb0=BB_0326377388 & bb1=BB_8232087379,"bb0=BB_0326377388 & bb1=BB_8232087379: interaction-driven program up [MALAT1(+0.064), HSPA1B(+0.059), JUN(+0.058)]; z=10.6 vs permutation refits; bb-effect-atlas agreement cos=0.89","z_perm=10.6, composite=20.1, n=166, cos_bb_effect_atlas=0.892; null: label-permutation refits",,,none,20.1
ZSH-0063,pair_hypothesis,hypothesis_triage,C,zel039_aec7,bb0=BB_2315583918 & bb2=BB_2375121697,"bb0=BB_2315583918 & bb2=BB_2375121697: interaction-driven program up [HSP90AA1(+0.087), ZFAND2A(+0.084), DNAJB1(+0.069)]; z=10.2 vs permutation refits; bb-effect-atlas agreement cos=0.94","z_perm=10.2, composite=19.8, n=47, cos_bb_effect_atlas=0.936; null: label-permutation refits",,,none,19.8
ZSH-0064,pair_hypothesis,hypothesis_triage,C,zel024_hek293,bb2=BB_3472530680 & bb3=BB_8759755490,"bb2=BB_3472530680 & bb3=BB_8759755490: interaction-driven program up [DNAJB1(+0.034), HSPA1B(+0.033), HSPA8(+0.024)]; z=12.9 vs permutation refits; bb-effect-atlas agreement cos=0.53","z_perm=12.9, composite=19.7, n=84, cos_bb_effect_atlas=0.528; null: label-permutation refits",,,none,19.7
ZSH-0065,pair_hypothesis,hypothesis_triage,C,zel024_hek293,bb0=BB_3511951537 & bb1=BB_6601289516,"bb0=BB_3511951537 & bb1=BB_6601289516: interaction-driven program up [LINC00486(+0.066), GPX4(+0.036), RPS28(+0.032)]; z=9.0 vs permutation refits; bb-effect-atlas agreement cos=0.90","z_perm=9.0, composite=17.1, n=166, cos_bb_effect_atlas=0.904; null: label-permutation refits",,,none,17.1
ZSH-0066,pair_hypothesis,hypothesis_triage,C,zel024_hek293,bb0=BB_8772701107 & bb1=BB_8873714086,"bb0=BB_8772701107 & bb1=BB_8873714086: interaction-driven program up [MT-CO2(+0.044), MT-CO1(+0.038), SERBP1(+0.034)]; z=10.2 vs permutation refits; bb-effect-atlas agreement cos=0.69","z_perm=10.2, composite=17.1, n=166, cos_bb_effect_atlas=0.686; null: label-permutation refits",,,none,17.1
ZSH-0067,pair_hypothesis,hypothesis_triage,C,zel024_hek293,bb0=BB_8772701107 & bb1=BB_2686618432,"bb0=BB_8772701107 & bb1=BB_2686618432: interaction-driven program up [HSPA1B(+0.046), RPS12(+0.038), SOX4(+0.037)]; z=9.1 vs permutation refits; bb-effect-atlas agreement cos=0.87","z_perm=9.1, composite=16.9, n=166, cos_bb_effect_atlas=0.871; null: label-permutation refits",,,none,16.9
ZSH-0068,pair_hypothesis,hypothesis_triage,C,zel039_aec7,bb0=BB_2371372935 & bb1=BB_8930974984,"bb0=BB_2371372935 & bb1=BB_8930974984: interaction-driven program up [ANAPC11(+0.039), GNG11(+0.035), PCAT19(+0.034)]; z=9.5 vs permutation refits; bb-effect-atlas agreement cos=0.75","z_perm=9.5, composite=16.6, n=53, cos_bb_effect_atlas=0.749; null: label-permutation refits",,,none,16.6
ZSH-0069,pair_hypothesis,hypothesis_triage,C,zel024_hek293,bb0=BB_0326377388 & bb1=BB_8873714086,"bb0=BB_0326377388 & bb1=BB_8873714086: interaction-driven program up [HIST1H4C(+0.058), RHOB(+0.053), SOX4(+0.048)]; z=8.8 vs permutation refits; bb-effect-atlas agreement cos=0.85","z_perm=8.8, composite=16.3, n=164, cos_bb_effect_atlas=0.845; null: label-permutation refits",,,none,16.3
ZSH-0070,pair_hypothesis,hypothesis_triage,C,zel024_hek293,bb0=BB_1008886218 & bb1=BB_2686618432,"bb0=BB_1008886218 & bb1=BB_2686618432: interaction-driven program up [PDIA6(+0.038), PDIA4(+0.034), GNL3(+0.031)]; z=9.1 vs permutation refits; bb-effect-atlas agreement cos=0.78","z_perm=9.1, composite=16.2, n=166, cos_bb_effect_atlas=0.783; null: label-permutation refits",,,none,16.2
ZSH-0071,pair_hypothesis,hypothesis_triage,C,zel024_hek293,bb0=BB_7372899989 & bb1=BB_2686618432,"bb0=BB_7372899989 & bb1=BB_2686618432: interaction-driven program up [RPL35A(+0.048), HSPA1B(+0.044), HIST1H4C(+0.036)]; z=8.6 vs permutation refits; bb-effect-atlas agreement cos=0.82","z_perm=8.6, composite=15.7, n=166, cos_bb_effect_atlas=0.823; null: label-permutation refits",,,none,15.7
ZSH-0072,pair_hypothesis,hypothesis_triage,C,zel024_hek293,bb0=BB_4932061249 & bb1=BB_9483475878,"bb0=BB_4932061249 & bb1=BB_9483475878: interaction-driven program up [HSPA1B(+0.036), RPL30(+0.035), ATP5MD(+0.033)]; z=8.6 vs permutation refits; bb-effect-atlas agreement cos=0.81","z_perm=8.6, composite=15.5, n=166, cos_bb_effect_atlas=0.813; null: label-permutation refits",,,none,15.5
ZSH-0073,pair_hypothesis,hypothesis_triage,C,zel024_hek293,bb2=BB_3472530680 & bb3=BB_9407612552,"bb2=BB_3472530680 & bb3=BB_9407612552: interaction-driven program up [HSPA1B(+0.045), JUN(+0.044), DNAJB1(+0.032)]; z=8.7 vs permutation refits; bb-effect-atlas agreement cos=0.73","z_perm=8.7, composite=15.0, n=84, cos_bb_effect_atlas=0.725; null: label-permutation refits",,,none,15.0
ZSH-0074,pair_hypothesis,hypothesis_triage,C,zel039_aec7,bb0=BB_2085420374 & bb1=BB_7526096666,"bb0=BB_2085420374 & bb1=BB_7526096666: interaction-driven program up [PRNP(+0.045), UCHL1(+0.040), GAPDH(+0.036)]; z=9.4 vs permutation refits; bb-effect-atlas agreement cos=0.56","z_perm=9.4, composite=14.7, n=53, cos_bb_effect_atlas=0.559; null: label-permutation refits",,,none,14.7
ZSH-0075,pair_hypothesis,hypothesis_triage,C,zel024_hek293,bb0=BB_3511951537 & bb1=BB_4347926671,"bb0=BB_3511951537 & bb1=BB_4347926671: interaction-driven program up [SRSF11(+0.046), MT-CO3(+0.042), DDX5(+0.042)]; z=8.6 vs permutation refits; bb-effect-atlas agreement cos=0.68","z_perm=8.6, composite=14.6, n=166, cos_bb_effect_atlas=0.684; null: label-permutation refits",,,none,14.6
ZSH-0076,pair_hypothesis,hypothesis_triage,C,zel024_hek293,bb2=BB_3472530680 & bb3=BB_7552836976,"bb2=BB_3472530680 & bb3=BB_7552836976: interaction-driven program up [MT-CO3(+0.019), TMBIM6(+0.018), C1orf43(+0.016)]; z=8.6 vs permutation refits; bb-effect-atlas agreement cos=0.67","z_perm=8.6, composite=14.4, n=84, cos_bb_effect_atlas=0.67; null: label-permutation refits",,,none,14.4
ZSH-0077,pair_hypothesis,hypothesis_triage,C,zel028_hek293,bb1=BB_4429999241 & bb3=BB_3556786606,"bb1=BB_4429999241 & bb3=BB_3556786606: interaction-driven program up [PMAIP1(+0.011), CIB1(+0.011), SRP9(+0.010)]; z=6.9 vs permutation refits; bb-effect-atlas agreement cos=0.95","z_perm=6.9, composite=13.4, n=23, cos_bb_effect_atlas=0.953; null: label-permutation refits",,,singleton,13.4
ZSH-0078,pair_hypothesis,hypothesis_triage,C,zel039_aec7,bb0=BB_2085420374 & bb1=BB_9727029708,"bb0=BB_2085420374 & bb1=BB_9727029708: interaction-driven program up [PRNP(+0.050), INSIG1(+0.041), DBI(+0.040)]; z=8.3 vs permutation refits; bb-effect-atlas agreement cos=0.59","z_perm=8.3, composite=13.1, n=53, cos_bb_effect_atlas=0.585; null: label-permutation refits",,,none,13.1
ZSH-0079,pair_hypothesis,hypothesis_triage,C,zel028_hek293,bb3=BB_9640248643 & bb4=BB_9169702177,"bb3=BB_9640248643 & bb4=BB_9169702177: interaction-driven program up [SDHD(+0.011), FBXO5(+0.011), PSMD8(+0.010)]; z=6.6 vs permutation refits; bb-effect-atlas agreement cos=0.95","z_perm=6.6, composite=12.8, n=20, cos_bb_effect_atlas=0.949; null: label-permutation refits",,,singleton,12.8
ZSH-0080,pair_hypothesis,hypothesis_triage,C,zel039_aec7,bb0=BB_2371372935 & bb1=BB_0164651813,"bb0=BB_2371372935 & bb1=BB_0164651813: interaction-driven program up [INSIG1(+0.030), ECSCR(+0.029), CLDN5(+0.029)]; z=6.7 vs permutation refits; bb-effect-atlas agreement cos=0.84","z_perm=6.7, composite=12.3, n=53, cos_bb_effect_atlas=0.838; null: label-permutation refits",,,none,12.3
ZSH-0081,pair_hypothesis,hypothesis_triage,C,zel028_hek293,bb1=BB_5033587669 & bb3=BB_7152472956,"bb1=BB_5033587669 & bb3=BB_7152472956: interaction-driven program up [CCNC(+0.010), MAPKAPK5-AS1(+0.010), GARS(+0.009)]; z=6.0 vs permutation refits; bb-effect-atlas agreement cos=0.96","z_perm=6.0, composite=11.8, n=22, cos_bb_effect_atlas=0.965; null: label-permutation refits",,,singleton,11.8
ZSH-0082,pair_hypothesis,hypothesis_triage,C,zel039_aec7,bb0=BB_2371372935 & bb1=BB_9630095191,"bb0=BB_2371372935 & bb1=BB_9630095191: interaction-driven program up [SERPINE1(+0.044), KLF6(+0.040), IGFBP1(+0.039)]; z=6.3 vs permutation refits; bb-effect-atlas agreement cos=0.86","z_perm=6.3, composite=11.7, n=53, cos_bb_effect_atlas=0.856; null: label-permutation refits",,,none,11.7
ZSH-0083,pair_hypothesis,hypothesis_triage,C,zel039_aec7,bb0=BB_1722497045 & bb1=BB_1748751977,"bb0=BB_1722497045 & bb1=BB_1748751977: interaction-driven program up [YBX1(+0.040), DDX10(+0.040), TMED2(+0.035)]; z=5.7 vs permutation refits; bb-effect-atlas agreement cos=0.86","z_perm=5.7, composite=10.6, n=53, cos_bb_effect_atlas=0.859; null: label-permutation refits",,,none,10.6
ZSH-0084,pair_hypothesis,hypothesis_triage,C,zel039_aec7,bb0=BB_8506073726 & bb1=BB_1599289689,"bb0=BB_8506073726 & bb1=BB_1599289689: interaction-driven program up [TXNRD1(+0.041), GLRX(+0.034), SLC35F1(+0.028)]; z=6.0 vs permutation refits; bb-effect-atlas agreement cos=0.76","z_perm=6.0, composite=10.6, n=53, cos_bb_effect_atlas=0.761; null: label-permutation refits",,,none,10.6
ZSH-0085,pair_hypothesis,hypothesis_triage,C,zel028_a549,bb1=BB_7041857889 & bb4=BB_3795298929,"bb1=BB_7041857889 & bb4=BB_3795298929: interaction-driven program up [MT-CO1(+0.013), CANX(+0.012), AKR1B10(+0.011)]; z=5.3 vs permutation refits; bb-effect-atlas agreement cos=0.95","z_perm=5.3, composite=10.4, n=21, cos_bb_effect_atlas=0.953; null: label-permutation refits",,,singleton,10.4
ZSH-0086,pair_hypothesis,hypothesis_triage,C,zel028_hek293,bb1=BB_0965953915 & bb3=BB_6163126056,"bb1=BB_0965953915 & bb3=BB_6163126056: interaction-driven program up [HNRNPK(+0.010), MRPL52(+0.010), MRPL42(+0.009)]; z=5.3 vs permutation refits; bb-effect-atlas agreement cos=0.95","z_perm=5.3, composite=10.3, n=23, cos_bb_effect_atlas=0.949; null: label-permutation refits",,,singleton,10.3
ZSH-0087,pair_hypothesis,hypothesis_triage,C,zel028_hek293,bb1=BB_4437896146 & bb4=BB_6567642687,"bb1=BB_4437896146 & bb4=BB_6567642687: interaction-driven program up [PDCD10(+0.010), RPN2(+0.009), HDAC2(+0.009)]; z=5.3 vs permutation refits; bb-effect-atlas agreement cos=0.95","z_perm=5.3, composite=10.3, n=24, cos_bb_effect_atlas=0.954; null: label-permutation refits",,,singleton,10.3
ZSH-0088,pair_hypothesis,hypothesis_triage,C,zel039_aec7,bb0=BB_6699958170 & bb1=BB_8930974984,"bb0=BB_6699958170 & bb1=BB_8930974984: interaction-driven program up [C12orf57(+0.040), SNHG6(+0.037), TCEAL4(+0.036)]; z=5.5 vs permutation refits; bb-effect-atlas agreement cos=0.82","z_perm=5.5, composite=10.0, n=53, cos_bb_effect_atlas=0.819; null: label-permutation refits",,,none,10.0
ZSH-0089,pair_hypothesis,hypothesis_triage,C,zel028_hek293,bb1=BB_0965953915 & bb4=BB_5438514157,"bb1=BB_0965953915 & bb4=BB_5438514157: interaction-driven program up [MRPS21(+0.011), LSM7(+0.009), C12orf45(+0.009)]; z=5.1 vs permutation refits; bb-effect-atlas agreement cos=0.96","z_perm=5.1, composite=10.0, n=24, cos_bb_effect_atlas=0.96; null: label-permutation refits",,,singleton,10.0
ZSH-0090,pair_hypothesis,hypothesis_triage,C,zel039_aec7,bb0=BB_2085420374 & bb1=BB_9054028486,"bb0=BB_2085420374 & bb1=BB_9054028486: interaction-driven program up [HINT1(+0.037), UQCRQ(+0.036), TXN(+0.031)]; z=7.0 vs permutation refits; bb-effect-atlas agreement cos=0.42","z_perm=7.0, composite=9.9, n=52, cos_bb_effect_atlas=0.42; null: label-permutation refits",,,none,9.9
ZSH-0091,pair_hypothesis,hypothesis_triage,C,zel028_hek293,bb3=BB_7882633117 & bb4=BB_8715425380,"bb3=BB_7882633117 & bb4=BB_8715425380: interaction-driven program up [HNRNPK(+0.013), SEC63(+0.013), NAA50(+0.012)]; z=4.8 vs permutation refits; bb-effect-atlas agreement cos=0.97","z_perm=4.8, composite=9.4, n=24, cos_bb_effect_atlas=0.968; null: label-permutation refits",,,singleton,9.4
ZSH-0092,pair_hypothesis,hypothesis_triage,C,zel039_aec7,bb0=BB_2315583918 & bb1=BB_4348936015,"bb0=BB_2315583918 & bb1=BB_4348936015: interaction-driven program up [ZFAND2A(+0.049), CXCL8(+0.044), HSP90AA1(+0.040)]; z=5.1 vs permutation refits; bb-effect-atlas agreement cos=0.83","z_perm=5.1, composite=9.2, n=53, cos_bb_effect_atlas=0.826; null: label-permutation refits",,,none,9.2
ZSH-0093,pair_hypothesis,hypothesis_triage,C,zel039_aec7,bb0=BB_2315583918 & bb1=BB_1748751977,"bb0=BB_2315583918 & bb1=BB_1748751977: interaction-driven program up [CXCL8(+0.046), HNRNPDL(+0.042), GARS1(+0.037)]; z=4.8 vs permutation refits; bb-effect-atlas agreement cos=0.87","z_perm=4.8, composite=8.9, n=52, cos_bb_effect_atlas=0.868; null: label-permutation refits",,,none,8.9
ZSH-0094,pair_hypothesis,hypothesis_triage,C,zel028_a549,bb1=BB_2020345630 & bb4=BB_5415608208,"bb1=BB_2020345630 & bb4=BB_5415608208: interaction-driven program up [TOP2A(+0.012), EREG(+0.011), AKAP12(+0.011)]; z=8.8 vs permutation refits","z_perm=8.8, composite=8.8, n=17, cos_bb_effect_atlas=nan; null: label-permutation refits",,,singleton,8.8
ZSH-0095,pair_hypothesis,hypothesis_triage,C,zel039_aec7,bb0=BB_0302650651 & bb1=BB_1748751977,"bb0=BB_0302650651 & bb1=BB_1748751977: interaction-driven program up [RPS7(+0.032), CTSL(+0.030), CLDN5(+0.027)]; z=5.1 vs permutation refits; bb-effect-atlas agreement cos=0.71","z_perm=5.1, composite=8.7, n=53, cos_bb_effect_atlas=0.709; null: label-permutation refits",,,none,8.7
ZSH-0096,pair_hypothesis,hypothesis_triage,C,zel028_hek293,bb1=BB_4374065767 & bb3=BB_0068057945,"bb1=BB_4374065767 & bb3=BB_0068057945: interaction-driven program up [HNRNPA2B1(+0.012), QARS(+0.011), ATF3(+0.011)]; z=4.4 vs permutation refits; bb-effect-atlas agreement cos=0.97","z_perm=4.4, composite=8.6, n=25, cos_bb_effect_atlas=0.974; null: label-permutation refits",,,singleton,8.6
ZSH-0097,pair_hypothesis,hypothesis_triage,C,zel039_aec7,bb0=BB_2371372935 & bb2=BB_7648032248,"bb0=BB_2371372935 & bb2=BB_7648032248: interaction-driven program up [IGFBP1(+0.036), POSTN(+0.035), ATP6V0B(+0.031)]; z=4.7 vs permutation refits; bb-effect-atlas agreement cos=0.82","z_perm=4.7, composite=8.5, n=49, cos_bb_effect_atlas=0.817; null: label-permutation refits",,,none,8.5
ZSH-0098,pair_hypothesis,hypothesis_triage,C,zel039_aec7,bb0=BB_2085420374 & bb1=BB_8930974984,"bb0=BB_2085420374 & bb1=BB_8930974984: interaction-driven program up [DNAJB1(+0.047), HSPH1(+0.043), SLC3A2(+0.042)]; z=4.8 vs permutation refits; bb-effect-atlas agreement cos=0.77","z_perm=4.8, composite=8.5, n=53, cos_bb_effect_atlas=0.771; null: label-permutation refits",,,none,8.5
ZSH-0099,pair_hypothesis,hypothesis_triage,C,zel039_aec7,bb0=BB_2315583918 & bb1=BB_8930974984,"bb0=BB_2315583918 & bb1=BB_8930974984: interaction-driven program up [POSTN(+0.039), ATRAID(+0.036), SPARC(+0.035)]; z=4.4 vs permutation refits; bb-effect-atlas agreement cos=0.88","z_perm=4.4, composite=8.3, n=53, cos_bb_effect_atlas=0.875; null: label-permutation refits",,,none,8.3
ZSH-0100,pair_hypothesis,hypothesis_triage,C,zel039_aec7,bb0=BB_8506073726 & bb1=BB_9054028486,"bb0=BB_8506073726 & bb1=BB_9054028486: interaction-driven program up [TMA7(+0.033), CD9(+0.030), FKBP1A(+0.030)]; z=5.2 vs permutation refits; bb-effect-atlas agreement cos=0.60","z_perm=5.2, composite=8.3, n=52, cos_bb_effect_atlas=0.602; null: label-permutation refits",,,none,8.3
ZSH-0101,pair_hypothesis,hypothesis_triage,C,zel028_hek293,bb1=BB_1998211288 & bb4=BB_8135509566,"bb1=BB_1998211288 & bb4=BB_8135509566: interaction-driven program up [SAT1(+0.010), NDUFA12(+0.010), XRCC1(+0.009)]; z=4.1 vs permutation refits; bb-effect-atlas agreement cos=0.96","z_perm=4.1, composite=8.1, n=20, cos_bb_effect_atlas=0.962; null: label-permutation refits",,,singleton,8.1
ZSH-0102,pair_hypothesis,hypothesis_triage,C,zel039_aec7,bb0=BB_2371372935 & bb1=BB_4739038994,"bb0=BB_2371372935 & bb1=BB_4739038994: interaction-driven program up [IGFBP1(+0.054), C16orf95(+0.041), PRSS23(+0.039)]; z=4.4 vs permutation refits; bb-effect-atlas agreement cos=0.81","z_perm=4.4, composite=8.0, n=53, cos_bb_effect_atlas=0.813; null: label-permutation refits",,,none,8.0
ZSH-0103,pair_hypothesis,hypothesis_triage,C,zel039_aec7,bb0=BB_0995925376 & bb1=BB_1748751977,"bb0=BB_0995925376 & bb1=BB_1748751977: interaction-driven program up [OST4(+0.030), RPL23(+0.029), MRPL57(+0.025)]; z=4.8 vs permutation refits; bb-effect-atlas agreement cos=0.66","z_perm=4.8, composite=8.0, n=50, cos_bb_effect_atlas=0.657; null: label-permutation refits",,,none,8.0
ZSH-0104,pair_hypothesis,hypothesis_triage,C,zel028_hek293,bb1=BB_3258452724 & bb4=BB_9559837296,"bb1=BB_3258452724 & bb4=BB_9559837296: interaction-driven program up [PMAIP1(+0.012), CENPM(+0.012), TAF1D(+0.012)]; z=4.0 vs permutation refits; bb-effect-atlas agreement cos=0.97","z_perm=4.0, composite=7.9, n=24, cos_bb_effect_atlas=0.972; null: label-permutation refits",,,singleton,7.9
ZSH-0105,pair_hypothesis,hypothesis_triage,C,zel028_hek293,bb1=BB_4811208063 & bb4=BB_1685533675,"bb1=BB_4811208063 & bb4=BB_1685533675: interaction-driven program up [EEF1D(+0.012), FHL1(+0.010), QARS(+0.010)]; z=7.9 vs permutation refits","z_perm=7.9, composite=7.9, n=19, cos_bb_effect_atlas=nan; null: label-permutation refits",,,singleton,7.9
ZSH-0106,pair_hypothesis,hypothesis_triage,C,zel028_a549,bb1=BB_5033587669 & bb3=BB_6331799083,"bb1=BB_5033587669 & bb3=BB_6331799083: interaction-driven program up [AOPEP(+0.013), SELENOF(+0.011), TM4SF20(+0.010)]; z=4.0 vs permutation refits; bb-effect-atlas agreement cos=0.93","z_perm=4.0, composite=7.8, n=22, cos_bb_effect_atlas=0.933; null: label-permutation refits",,,singleton,7.8
ZSH-0107,pair_hypothesis,hypothesis_triage,C,zel039_aec7,bb0=BB_2085420374 & bb1=BB_2324141034,"bb0=BB_2085420374 & bb1=BB_2324141034: interaction-driven program up [PRNP(+0.050), GPX3(+0.026), MIR22HG(+0.026)]; z=5.1 vs permutation refits; bb-effect-atlas agreement cos=0.53","z_perm=5.1, composite=7.7, n=52, cos_bb_effect_atlas=0.525; null: label-permutation refits",,,none,7.7
ZSH-0108,pair_hypothesis,hypothesis_triage,C,zel028_a549,bb1=BB_4350180461 & bb4=BB_4488462111,"bb1=BB_4350180461 & bb4=BB_4488462111: interaction-driven program up [CYB5B(+0.014), PSMA1(+0.012), TM4SF20(+0.012)]; z=4.0 vs permutation refits; bb-effect-atlas agreement cos=0.93","z_perm=4.0, composite=7.7, n=24, cos_bb_effect_atlas=0.933; null: label-permutation refits",,,singleton,7.7
ZSH-0109,pair_hypothesis,hypothesis_triage,C,zel028_hek293,bb3=BB_4297446030 & bb4=BB_8715425380,"bb3=BB_4297446030 & bb4=BB_8715425380: interaction-driven program up [RPN1(+0.011), HNRNPM(+0.011), PPIE(+0.011)]; z=3.9 vs permutation refits; bb-effect-atlas agreement cos=0.95","z_perm=3.9, composite=7.7, n=21, cos_bb_effect_atlas=0.947; null: label-permutation refits",,,singleton,7.7
ZSH-0110,pair_hypothesis,hypothesis_triage,C,zel039_aec7,bb0=BB_2085420374 & bb1=BB_4739038994,"bb0=BB_2085420374 & bb1=BB_4739038994: interaction-driven program up [HSPA6(+0.040), CHORDC1(+0.033), CCT4(+0.033)]; z=4.5 vs permutation refits; bb-effect-atlas agreement cos=0.69","z_perm=4.5, composite=7.6, n=53, cos_bb_effect_atlas=0.694; null: label-permutation refits",,,none,7.6
ZSH-0111,pair_hypothesis,hypothesis_triage,C,zel028_hek293,bb3=BB_0411171276 & bb4=BB_0657779575,"bb3=BB_0411171276 & bb4=BB_0657779575: interaction-driven program up [SLIRP(+0.011), METTL5(+0.010), CBR1(+0.010)]; z=3.9 vs permutation refits; bb-effect-atlas agreement cos=0.96","z_perm=3.9, composite=7.6, n=22, cos_bb_effect_atlas=0.964; null: label-permutation refits",,,singleton,7.6
ZSH-0112,pair_hypothesis,hypothesis_triage,C,zel039_aec7,bb0=BB_3825147739 & bb1=BB_1599289689,"bb0=BB_3825147739 & bb1=BB_1599289689: interaction-driven program up [MMP1(+0.044), VAT1(+0.035), NORAD(+0.031)]; z=4.1 vs permutation refits; bb-effect-atlas agreement cos=0.85","z_perm=4.1, composite=7.5, n=52, cos_bb_effect_atlas=0.848; null: label-permutation refits",,,none,7.5
ZSH-0113,pair_hypothesis,hypothesis_triage,C,zel028_a549,bb1=BB_1290459741 & bb3=BB_6163126056,"bb1=BB_1290459741 & bb3=BB_6163126056: interaction-driven program up [PLPP5(+0.013), ABCC3(+0.012), NT5C3B(+0.012)]; z=3.8 vs permutation refits; bb-effect-atlas agreement cos=0.94","z_perm=3.8, composite=7.4, n=23, cos_bb_effect_atlas=0.945; null: label-permutation refits",,,singleton,7.4
ZSH-0114,pair_hypothesis,hypothesis_triage,C,zel039_aec7,bb0=BB_2315583918 & bb1=BB_4739038994,"bb0=BB_2315583918 & bb1=BB_4739038994: interaction-driven program up [HSP90AA1(+0.051), ANXA1(+0.039), SUMO2(+0.039)]; z=4.0 vs permutation refits; bb-effect-atlas agreement cos=0.81","z_perm=4.0, composite=7.3, n=52, cos_bb_effect_atlas=0.811; null: label-permutation refits",,,none,7.3
ZSH-0115,pair_hypothesis,hypothesis_triage,C,zel039_aec7,bb0=BB_6699958170 & bb2=BB_7648032248,"bb0=BB_6699958170 & bb2=BB_7648032248: interaction-driven program up [SLC25A3(+0.026), EIF1B(+0.026), UBE2D3(+0.025)]; z=4.1 vs permutation refits; bb-effect-atlas agreement cos=0.77","z_perm=4.1, composite=7.3, n=47, cos_bb_effect_atlas=0.77; null: label-permutation refits",,,none,7.3
ZSH-0116,pair_hypothesis,hypothesis_triage,C,zel028_a549,bb1=BB_3554179083 & bb3=BB_8713766777,"bb1=BB_3554179083 & bb3=BB_8713766777: interaction-driven program up [NR0B1(+0.013), MT-CO2(+0.012), AP1M2(+0.012)]; z=3.7 vs permutation refits; bb-effect-atlas agreement cos=0.95","z_perm=3.7, composite=7.3, n=25, cos_bb_effect_atlas=0.949; null: label-permutation refits",,,singleton,7.3
ZSH-0117,pair_hypothesis,hypothesis_triage,C,zel028_hek293,bb1=BB_6413431763 & bb4=BB_9559837296,"bb1=BB_6413431763 & bb4=BB_9559837296: interaction-driven program up [UQCRFS1(+0.011), FKBP3(+0.010), DPH3(+0.010)]; z=3.7 vs permutation refits; bb-effect-atlas agreement cos=0.97","z_perm=3.7, composite=7.3, n=23, cos_bb_effect_atlas=0.969; null: label-permutation refits",,,singleton,7.3
ZSH-0118,pair_hypothesis,hypothesis_triage,C,zel028_hek293,bb1=BB_3554179083 & bb4=BB_2842970343,"bb1=BB_3554179083 & bb4=BB_2842970343: interaction-driven program up [GRSF1(+0.011), HADHA(+0.010), DDIT3(+0.009)]; z=3.6 vs permutation refits; bb-effect-atlas agreement cos=0.95","z_perm=3.6, composite=7.0, n=29, cos_bb_effect_atlas=0.947; null: label-permutation refits",,,singleton,7.0
ZSH-0119,pair_hypothesis,hypothesis_triage,C,zel028_hek293,bb3=BB_8026381149 & bb4=BB_3406231744,"bb3=BB_8026381149 & bb4=BB_3406231744: interaction-driven program up [MRPL42(+0.012), NDUFS4(+0.012), GNAS(+0.012)]; z=3.5 vs permutation refits; bb-effect-atlas agreement cos=0.93","z_perm=3.5, composite=6.8, n=21, cos_bb_effect_atlas=0.926; null: label-permutation refits",,,singleton,6.8
ZSH-0120,pair_hypothesis,hypothesis_triage,C,zel028_a549,bb1=BB_8290305979 & bb4=BB_3406231744,"bb1=BB_8290305979 & bb4=BB_3406231744: interaction-driven program up [ALDH3A2(+0.012), TFPI2(+0.012), PRSS23(+0.010)]; z=6.6 vs permutation refits","z_perm=6.6, composite=6.6, n=14, cos_bb_effect_atlas=nan; null: label-permutation refits",,,singleton,6.6
ZSH-0121,pair_hypothesis,hypothesis_triage,C,zel028_a549,bb1=BB_6317837957 & bb4=BB_9559837296,"bb1=BB_6317837957 & bb4=BB_9559837296: interaction-driven program up [CCT7(+0.013), PTRHD1(+0.013), HNRNPA2B1(+0.013)]; z=3.4 vs permutation refits; bb-effect-atlas agreement cos=0.95","z_perm=3.4, composite=6.6, n=23, cos_bb_effect_atlas=0.95; null: label-permutation refits",,,singleton,6.6
