public_compound_id,target_gene,contexts_x,n_datasets_scored,n_datasets_top5pct,n_datasets_top1pct,best_percentile,max_cosine,median_percentile,best_dataset_exact,tier,best_z,n_contexts,contexts_y,best_rank,kd_delta_median,kd_flag_weak,contexts,name,moa_class,primary_target,evidence_strength,hub_frac,hub_flag
CPD_375963532021,ARHGEF39,zel028_hek293,6,2,2,0.0004368958549505,0.1741098910570144,0.2576023908499489,xatlas_hek293t,B_single_context,19.117653,1.0,zel028_hek293,40.0,-1.043355107307434,False,,,,,single_dataset,0.0009999938650683,specific
CPD_830407168049,AFTPH,zel028_hek293,6,2,2,0.0012026458208057,0.1388657987117767,0.1118015908044253,xatlas_hct116,B_single_context,19.10573,1.0,zel028_hek293,24.0,-0.3629662096500397,False,,,,,single_dataset,0.0019140986865111,specific
CPD_375963532021,RMI2,zel028_hek293,6,2,2,0.0009839829442956,0.1643900424242019,0.3219208835667428,xatlas_hct116,B_single_context,19.093714,1.0,zel028_hek293,41.0,-0.9134113788604736,False,,,,,single_dataset,0.0042821823178998,frequent
CPD_811655889812,SYMPK,zel028_hek293,7,2,2,0.0002184479274752,0.1179173812270164,0.1633446767136606,xatlas_hek293t,B_single_context,19.088634,1.0,zel028_hek293,3.0,-0.8953992128372192,False,,,,,single_dataset,0.0403862552990472,hub_generic_stress
CPD_950023972615,PADI1,zel028_hek293,2,2,2,0.0026239545181216,0.1200358644127845,0.0031960906335352,xatlas_hct116,B_single_context,19.083225,1.0,zel028_hek293,31.0,0.0012274177279323,True,,,,,single_dataset,0.001993852798449,specific
CPD_394170390237,ZBTB37,zel028_hek293,6,2,2,0.0002186628765101,0.1756723523139953,0.5895842884223719,xatlas_hct116,B_single_context,19.082428,1.0,zel028_hek293,17.0,-0.2696464657783508,False,,,,,single_dataset,0.0021840356807626,specific
CPD_000932816101,ZBTB37,zel028_hek293,6,2,2,0.0002733285956376,0.1703072041273117,0.4702002669473633,xatlas_hct116,B_single_context,19.072641,1.0,zel028_hek293,18.0,-0.2696464657783508,False,,,,,single_dataset,0.0021840356807626,specific
CPD_749800696112,LRRK1,zel028_hek293,2,2,2,0.0002730599093441,0.1111943870782852,0.0004371914098734,xatlas_hek293t,B_single_context,19.061172,1.0,zel028_hek293,2.0,-0.2026174515485763,False,,,,,single_dataset,0.001981582935074,specific
CPD_566872500966,NPPA,zel028_hek293,2,2,2,0.0005466571912753,0.1205194145441055,0.0007921424233914,xatlas_hct116,B_single_context,19.05917,1.0,zel028_hek293,5.0,-0.0081300295423716,True,,,,,single_dataset,0.0016932411457598,specific
CPD_817415548861,FAM149B1,zel031_a549,2,2,2,0.0043185918110752,0.1331955641508102,0.0055998507632734,xatlas_hct116,B_single_context,19.037956,1.0,zel031_a549,46.0,-0.4589971005916595,False,,,,,single_dataset,0.0007116520757541,specific
CPD_566872500966,DNAJC28,zel028_hek293,2,2,2,0.0006013229104028,0.1195069104433059,0.000874087264824,xatlas_hct116,B_single_context,19.036179,1.0,zel028_hek293,6.0,-0.1388542577624321,True,,,,,single_dataset,0.0016318918288844,specific
CPD_803114537028,EIF4E3,zel039_aec7,5,2,2,0.0001092239637376,0.1330399215221405,0.4136158142008687,xatlas_hek293t,B_single_context,19.030857,1.0,zel039_aec7,2.0,-0.294235423207283,False,,,,,single_dataset,0.0073557830933552,frequent
CPD_551484934229,CARNS1,zel039_aec7,5,2,2,0.0009830156736387,0.1822659522294998,0.1867717915024091,xatlas_hek293t,B_single_context,19.006266,1.0,zel039_aec7,49.0,-0.0020473577897064,True,,,,,single_dataset,0.0022883295194508,specific
CPD_051771508496,NPPA,zel039_aec7,2,2,2,0.0005466571912753,0.1602632701396942,0.0009013663871291,xatlas_hct116,B_single_context,19.004383,1.0,zel039_aec7,7.0,-0.0081300295423716,True,,,,,single_dataset,0.0016932411457598,specific
CPD_742103776786,MPHOSPH9,zel039_aec7,4,2,2,0.0035532717432897,0.1448375284671783,0.1779208301844907,xatlas_hct116,B_single_context,19.002232,1.0,zel039_aec7,49.0,-1.3434172868728638,False,,,,,single_dataset,0.0010061287967558,specific
CPD_551260510391,A1BG,zel039_aec7,6,2,2,0.000819985786913,0.2113308608531952,0.2500803218041323,xatlas_hct116,B_single_context,19.000427,1.0,zel039_aec7,41.0,-0.5145495533943176,False,,,,,single_dataset,0.002153361022325,specific
CPD_742103776786,NFKBIL1,zel039_aec7,6,2,2,0.0022959602033564,0.1712117940187454,0.0838754342295526,xatlas_hct116,B_single_context,18.990643,1.0,zel039_aec7,50.0,-0.678372859954834,False,,,,,single_dataset,0.0033619425647695,frequent
CPD_817415548861,VPS37D,zel031_a549,2,2,2,0.0015306401355709,0.1987276971340179,0.0024582915057189,xatlas_hct116,B_single_context,18.971125,1.0,zel031_a549,47.0,-0.1131710708141326,True,,,,,single_dataset,0.0018588843013233,specific
CPD_271897857993,EIF4E3,zel024_hek293,5,2,2,0.000109331438255,0.0780603736639022,0.3763850722453683,xatlas_hct116,B_single_context,18.96344,1.0,zel024_hek293,2.0,-0.294235423207283,False,,,,,single_dataset,0.0073557830933552,frequent
CPD_867080531463,GCNT7,zel028_hek293,5,2,2,0.0002733285956376,0.1476313024759292,0.1202803328953131,xatlas_hct116,B_single_context,18.961332,1.0,zel028_hek293,6.0,0.013292740099132,True,,,,,single_dataset,0.0022147103392003,specific
CPD_830407168049,LINC01565,zel028_hek293,2,2,2,0.0024052916416115,0.1163845509290695,0.0030594532043457,xatlas_hct116,B_single_context,18.95638,1.0,zel028_hek293,25.0,-0.0042600441956892,True,,,,,single_dataset,0.0019263685498861,specific
CPD_375963532021,IZUMO2,zel028_hek293,2,2,2,0.0032799431476521,0.1169406622648239,0.0040702047669886,xatlas_hct116,B_single_context,18.953358,1.0,zel028_hek293,42.0,-0.0009628175757825,True,,,,,single_dataset,0.0018772890963859,specific
CPD_175013994586,AIFM3,zel028_hek293,2,2,2,0.0008737917099011,0.1058967933058738,0.002022201709649,xatlas_hek293t,B_single_context,18.947763,1.0,zel028_hek293,11.0,-0.0192261170595884,True,,,,,single_dataset,0.0015398678535714,specific
CPD_963947306322,DNAJC28,zel039_aec7,2,2,2,0.0004373257530202,0.146510362625122,0.0007920886861327,xatlas_hct116,B_single_context,18.942379,1.0,zel039_aec7,3.0,-0.1388542577624321,True,,,,,single_dataset,0.0016318918288844,specific
CPD_950023972615,VPS37D,zel028_hek293,2,2,2,0.0015306401355709,0.1456524133682251,0.0024309855147845,xatlas_hct116,B_single_context,18.941694,1.0,zel028_hek293,32.0,-0.1131710708141326,True,,,,,single_dataset,0.0018588843013233,specific
CPD_867080531463,AIFM3,zel028_hek293,2,2,2,0.0007645677461635,0.1002223938703537,0.0017215939917063,xatlas_hek293t,B_single_context,18.930056,1.0,zel028_hek293,7.0,-0.0192261170595884,True,,,,,single_dataset,0.0015398678535714,specific
CPD_734133747507,DNAAF8,zel028_hek293,2,2,2,0.0036043908033422,0.0910772830247879,0.0042894856219739,xatlas_hek293t,B_single_context,18.920938,1.0,zel028_hek293,28.0,-0.0298374500125646,True,,,,,single_dataset,0.0028036637812037,specific
CPD_867080531463,C4BPA,zel028_hek293,2,2,2,0.000929317225168,0.1156392842531204,0.0012019203678131,xatlas_hct116,B_single_context,18.917946,1.0,zel028_hek293,8.0,-0.0007731017831247,True,,,,,single_dataset,0.0016993760774473,specific
CPD_546122839983,DNAJC28,zel028_hek293,2,2,2,0.0004919914721478,0.117179125547409,0.0007101975819588,xatlas_hct116,B_single_context,18.914806,1.0,zel028_hek293,4.0,-0.1388542577624321,True,,,,,single_dataset,0.0016318918288844,specific
CPD_546122839983,OR6C6,zel028_hek293,2,2,2,0.0003279943147652,0.1324352473020553,0.0006828109851364,xatlas_hct116,B_single_context,18.905731,1.0,zel028_hek293,5.0,0.0,True,,,,,single_dataset,0.0025521315820148,specific
CPD_258196724322,DNAJC28,zel028_hek293,2,2,2,0.0006013229104028,0.1191053539514541,0.0008467812738896,xatlas_hct116,B_single_context,18.89806,1.0,zel028_hek293,5.0,-0.1388542577624321,True,,,,,single_dataset,0.0016318918288844,specific
CPD_192007927017,CPSF3,zel028_hek293,7,2,2,0.0001092239637376,0.1654514223337173,0.7074801504387798,xatlas_hek293t,B_single_context,18.895275,1.0,zel028_hek293,2.0,-1.4756909608840942,False,,,,,single_dataset,0.0161287354065312,hub_generic_stress
CPD_551260510391,GPR17,zel039_aec7,2,2,2,0.0057399005083911,0.1119508147239685,0.0057643852932431,xatlas_hct116,B_single_context,18.890198,1.0,zel039_aec7,42.0,-0.0012324113340582,True,,,,,single_dataset,0.0013006055177575,specific
CPD_867080531463,RAB25,zel028_hek293,2,2,2,0.0012026458208057,0.1130879372358322,0.0012839726837631,xatlas_hct116,B_single_context,18.881786,1.0,zel028_hek293,9.0,-1.2687157423933968,False,,,,,single_dataset,0.0012883356543824,specific
CPD_551260510391,ZNF70,zel039_aec7,6,2,2,0.0012026458208057,0.1970429122447967,0.3961897749530002,xatlas_hct116,B_single_context,18.871819,1.0,zel039_aec7,43.0,-0.2417889088392257,False,,,,,single_dataset,0.0040367850503984,frequent
CPD_817415548861,ANKS3,zel031_a549,6,2,2,0.0019114193654087,0.1496216058731079,0.2377089974559669,xatlas_hek293t,B_single_context,18.868805,1.0,zel031_a549,48.0,-0.307110071182251,False,,,,,single_dataset,0.001478518536696,specific
CPD_734133747507,VPS37D,zel028_hek293,2,2,2,0.0011479801016782,0.1525618731975555,0.0025946333799855,xatlas_hct116,B_single_context,18.859701,1.0,zel028_hek293,29.0,-0.1131710708141326,True,,,,,single_dataset,0.0018588843013233,specific
CPD_817415548861,MELTF,zel031_a549,2,2,2,0.0009284036917699,0.2071370333433151,0.0009835261775965,xatlas_hek293t,B_single_context,18.85879,1.0,zel031_a549,49.0,-0.2949065715074539,False,,,,,single_dataset,0.0010490733185685,specific
CPD_817415548861,ABTB2,zel031_a549,5,2,2,0.0040958986401616,0.1330873668193817,0.1622196613775374,xatlas_hek293t,B_single_context,18.851725,1.0,zel031_a549,50.0,-0.6647719889879227,False,,,,,single_dataset,0.0027913939178287,specific
CPD_705410710073,SNAI2,"zel024_h1650,zel024_hek293",5,2,1,5.461198186882202e-05,0.2243019789457321,0.1387100284415637,xatlas_hek293t,B_consensus_strong,13.932246,2.0,"zel024_h1650,zel024_hek293",1.0,-0.8404818177223206,False,,,,,single_dataset,0.0092698817798663,frequent
CPD_780406670572,NFKB1,"zel028_h1650,zel039_aec7",6,2,0,0.0318878668418747,0.2176045477390289,0.1576554775713787,zhu_cd4t_stim8hr,,13.660408,2.0,,1.0,,,"zel028_h1650,zel039_aec7",MSC1094308,AAA_ATPase_inhibitor,VCP;VPS4B,single_dataset,0.0641775203833105,hub_generic_stress
CPD_908424475140,NFKB1,"zel028_h1650,zel031_a549,zel039_aec7",6,2,0,0.0316250547525186,0.2232670933008194,0.1532995587393475,zhu_cd4t_stim8hr,,13.377179,3.0,,1.0,,,"zel028_h1650,zel031_a549,zel039_aec7",derazantinib,FGFR_inhibitor,FGFR1/2/3,single_dataset,0.0641775203833105,hub_generic_stress
CPD_056284183052,NFKB1,"zel028_h1650,zel031_a549,zel039_aec7",6,2,0,0.0264564169951817,0.1995766311883926,0.1978029832257087,zhu_cd4t_stim8hr,,13.161497,3.0,,1.0,,,"zel028_h1650,zel031_a549,zel039_aec7",fexagratinib,FGFR_inhibitor,FGFR1/2/3,single_dataset,0.0641775203833105,hub_generic_stress
CPD_236412001094,WSB2,zel028_hek293,7,2,1,0.0066666666666666,0.2490514516830444,0.4813841436706088,vcc2025_train,,13.128936,1.0,,1.0,,,zel028_hek293,ceritinib,ALK_MET_inhibitor,ALK,single_dataset,0.0025705363770774,specific
CPD_849358895118,NFKB1,"zel028_h1650,zel031_a549,zel039_aec7",6,2,0,0.0277704774419623,0.1088269874453544,0.1561880085722667,zhu_cd4t_stim8hr,,12.697073,3.0,,1.0,,,"zel028_h1650,zel031_a549,zel039_aec7",GSK126,Epigenetic_writer_eraser,EZH2,single_dataset,0.0641775203833105,hub_generic_stress
CPD_780406670572,C12orf45,"zel028_hek293,zel039_aec7",5,2,0,0.0263267864605098,0.2781160473823547,0.0745509023639176,hepg2,,12.275789,2.0,,6.0,,,"zel028_hek293,zel039_aec7",MSC1094308,AAA_ATPase_inhibitor,VCP;VPS4B,single_dataset,0.0162330292452193,hub_generic_stress
CPD_168135774311,PDCD5,zel039_aec7,10,2,0,0.0163905377868344,0.1671624332666397,0.2053707330144204,zhu_cd4t_rest,,11.730973,1.0,,9.0,,,zel039_aec7,BAY-293,RAS_pathway_other,SOS1,single_dataset,0.0127238483199489,hub_generic_stress
CPD_908424475140,C12orf45,"zel031_a549,zel039_aec7",5,2,0,0.0360835191566997,0.2840437889099121,0.074100525333064,replogle_k562_gwps,,11.677923,2.0,,6.0,,,"zel031_a549,zel039_aec7",derazantinib,FGFR_inhibitor,FGFR1/2/3,single_dataset,0.0162330292452193,hub_generic_stress
CPD_908424475140,KRI1,"zel031_a549,zel039_aec7",10,2,0,0.023123947904669,0.2846160233020782,0.1267412072291057,zhu_cd4t_rest,,11.456458,2.0,,8.0,,,"zel031_a549,zel039_aec7",derazantinib,FGFR_inhibitor,FGFR1/2/3,single_dataset,0.0103373598934975,hub_generic_stress
CPD_168135774311,UTP23,"zel031_a549,zel039_aec7",10,2,0,0.0165289256198347,0.3378773927688598,0.1216046803175929,k562_essential,,11.384821,2.0,,12.0,,,"zel031_a549,zel039_aec7",BAY-293,RAS_pathway_other,SOS1,single_dataset,0.0211839191170606,hub_generic_stress
CPD_780406670572,UTP23,"zel031_a549,zel039_aec7",10,2,0,0.0238210986874088,0.3534328043460846,0.1376695713816987,k562_essential,,11.297476,2.0,,12.0,,,"zel031_a549,zel039_aec7",MSC1094308,AAA_ATPase_inhibitor,VCP;VPS4B,single_dataset,0.0211839191170606,hub_generic_stress
CPD_351179563828,NFKB1,"zel028_h1650,zel031_thp1,zel039_aec7",6,2,0,0.0311870346035917,0.2103776633739471,0.152809920977038,zhu_cd4t_stim8hr,,11.160454,3.0,,1.0,,,"zel028_h1650,zel031_thp1,zel039_aec7",N-deshydroxyethyl dasatinib,BCR_ABL_inhibitor,BCR-ABL/SRC,single_dataset,0.0641775203833105,hub_generic_stress
CPD_351179563828,RAD51,zel039_aec7,7,2,1,0.0009839829442956,0.2281065732240677,0.0728765457125481,xatlas_hct116,,11.082976,1.0,,2.0,,,zel039_aec7,N-deshydroxyethyl dasatinib,BCR_ABL_inhibitor,BCR-ABL/SRC,single_dataset,0.0281102569922883,hub_generic_stress
CPD_612968447879,CPSF4,"zel024_h1650,zel024_hek293",7,2,2,0.0001092239637376,0.0496506243944168,0.586148812337719,xatlas_hek293t,B_consensus_strong,11.048657,2.0,"zel024_h1650,zel024_hek293",1.0,-1.0866204500198364,False,,,,,single_dataset,0.0310366194072429,hub_generic_stress
CPD_168135774311,ZC3H3,"zel031_a549,zel039_aec7",9,2,0,0.0257955854977395,0.1729597598314285,0.0965315503552026,zhu_cd4t_stim48hr,,10.995925,2.0,,21.0,,,"zel031_a549,zel039_aec7",BAY-293,RAS_pathway_other,SOS1,single_dataset,0.0304844755553646,hub_generic_stress
CPD_168135774311,TOPBP1,zel039_aec7,10,2,1,0.0093932608814373,0.2317024171352386,0.1997455458484403,xatlas_hek293t,,10.94865,1.0,,23.0,,,zel039_aec7,BAY-293,RAS_pathway_other,SOS1,single_dataset,0.0123680222820718,hub_generic_stress
CPD_930596955388,C12orf45,"zel031_a549,zel039_aec7",5,2,0,0.0375025339549969,0.2849315702915191,0.0727103500913477,replogle_k562_gwps,,10.92319,2.0,,16.0,,,"zel031_a549,zel039_aec7",veliparib,PARP_inhibitor,PARP1/PARP2,single_dataset,0.0162330292452193,hub_generic_stress
CPD_908424475140,POP4,zel039_aec7,9,2,0,0.0396916806946044,0.3105721473693847,0.1366485582950271,zhu_cd4t_rest,,10.893541,1.0,,10.0,,,zel039_aec7,derazantinib,FGFR_inhibitor,FGFR1/2/3,single_dataset,0.0103925742786854,hub_generic_stress
CPD_908424475140,CCDC59,zel039_aec7,10,2,0,0.0204763894692854,0.2748441100120544,0.1894334169412862,jurkat,,10.881587,1.0,,11.0,,,zel039_aec7,derazantinib,FGFR_inhibitor,FGFR1/2/3,single_dataset,0.0060183679854724,frequent
CPD_849358895118,KAT14,zel039_aec7,3,2,1,0.0071763976255869,0.1697761416435241,0.039772229522558,zhu_cd4t_rest,,10.81497,1.0,,6.0,,,zel039_aec7,GSK126,Epigenetic_writer_eraser,EZH2,single_dataset,0.0085766344991748,frequent
CPD_326167036106,UTP23,"zel031_a549,zel039_aec7",10,2,0,0.0233349538162372,0.3059972524642944,0.1252938282403105,k562_essential,,10.777143,2.0,,10.0,,,"zel031_a549,zel039_aec7",Capmatinib,ALK_MET_inhibitor,MET,single_dataset,0.0211839191170606,hub_generic_stress
CPD_326167036106,CUL3,"zel031_a549,zel039_aec7",10,2,2,0.0047842650837246,0.2425865232944488,0.1656916005014626,zhu_cd4t_rest,,10.616943,2.0,,13.0,,,"zel031_a549,zel039_aec7",Capmatinib,ALK_MET_inhibitor,MET,single_dataset,0.0177422224403531,hub_generic_stress
CPD_168135774311,CUL3,"zel031_a549,zel039_aec7",10,2,2,0.0052272525914769,0.2275103628635406,0.1817801922273297,zhu_cd4t_rest,,10.5848055,2.0,,17.0,,,"zel031_a549,zel039_aec7",BAY-293,RAS_pathway_other,SOS1,single_dataset,0.0177422224403531,hub_generic_stress
CPD_548023859323,RNF14,"zel031_a549,zel039_aec7",10,2,0,0.0392466053438458,0.1947099268436432,0.3057944617194557,zhu_cd4t_stim8hr,,10.576911,2.0,,2.0,,,"zel031_a549,zel039_aec7",endoxifen,Nuclear_hormone_receptor,ESR1,single_dataset,0.0163495929472825,hub_generic_stress
CPD_279017060612,NFKB1,"zel028_h1650,zel031_thp1,zel039_aec7",6,2,0,0.027945685501533,0.092615969479084,0.1672581122774026,zhu_cd4t_stim8hr,,10.512906,3.0,,1.0,,,"zel028_h1650,zel031_thp1,zel039_aec7",sorafenib,MEK_RAF_multikinase,RAF/VEGFR/PDGFR,single_dataset,0.0641775203833105,hub_generic_stress
CPD_144607136087,GUK1,"zel031_a549,zel039_aec7",7,2,0,0.0309235269536147,0.2146335393190384,0.3856181160372753,hepg2,,10.482137,2.0,,4.0,,,"zel031_a549,zel039_aec7",XL019,JAK_STAT_inhibitor,JAK2,single_dataset,0.0068159091048521,frequent
CPD_097241972673,C5orf30,zel039_aec7,4,2,2,0.0041788549937317,0.3989611566066742,0.206348267791329,jurkat,,10.459629,1.0,,17.0,,,zel039_aec7,AZD-7624,Stress_kinase_inhibitor,p38 MAPK (MAPK14),single_dataset,0.0050613186422169,frequent
CPD_780270304878,C7orf31,zel024_hek293,3,2,0,0.0100744634253175,0.1091452166438102,0.013023832727917,zhu_cd4t_stim8hr,,10.44115,1.0,,1.0,,,zel024_hek293,STC-15,Epigenetic_writer_eraser,METTL3,single_dataset,0.0059140741467843,frequent
CPD_097241972673,SMG5,zel039_aec7,9,2,0,0.0104471374843292,0.3253859281539917,0.0943121050072921,rpe1,,10.418369,1.0,,19.0,,,zel039_aec7,AZD-7624,Stress_kinase_inhibitor,p38 MAPK (MAPK14),single_dataset,0.0482205630640302,hub_generic_stress
CPD_908424475140,PPRC1,zel039_aec7,10,2,0,0.0217300459674049,0.2882444560527801,0.1625336139985974,hepg2,,10.350228,1.0,,19.0,,,zel039_aec7,derazantinib,FGFR_inhibitor,FGFR1/2/3,single_dataset,0.0195029478346758,hub_generic_stress
CPD_097241972673,TXN,zel039_aec7,7,2,0,0.0175511909736732,0.2844279706478119,0.1730045967404931,jurkat,,10.330903,1.0,,21.0,,,zel039_aec7,AZD-7624,Stress_kinase_inhibitor,p38 MAPK (MAPK14),single_dataset,0.0081471892810473,frequent
CPD_167907273288,PDCD5,zel031_a549,10,2,0,0.0132010277310179,0.1499961167573928,0.2397912779913948,zhu_cd4t_rest,,10.294287,1.0,,3.0,,,zel031_a549,lapatinib,EGFR_HER2_inhibitor,EGFR/HER2,single_dataset,0.0127238483199489,hub_generic_stress
CPD_168135774311,KRI1,zel039_aec7,10,2,0,0.0167449277930362,0.2566904425621032,0.1093652223539685,zhu_cd4t_rest,,10.240035,1.0,,37.0,,,zel039_aec7,BAY-293,RAS_pathway_other,SOS1,single_dataset,0.0103373598934975,hub_generic_stress
CPD_849358895118,RFX5,zel039_aec7,7,2,2,0.0074421901302383,0.1691910028457641,0.36,zhu_cd4t_rest,,10.231629,1.0,,7.0,,,zel039_aec7,GSK126,Epigenetic_writer_eraser,EZH2,single_dataset,0.0049692946669038,frequent
CPD_780406670572,SRSF11,zel039_aec7,10,2,0,0.0334308399498537,0.2610897421836853,0.1680672704235189,rpe1,,10.220391,1.0,,34.0,,,zel039_aec7,MSC1094308,AAA_ATPase_inhibitor,VCP;VPS4B,single_dataset,0.0165888552830964,hub_generic_stress
CPD_780406670572,NOP14,zel039_aec7,8,2,0,0.0229837024655244,0.2666700184345245,0.2277328148718104,jurkat,,10.215445,1.0,,35.0,,,zel039_aec7,MSC1094308,AAA_ATPase_inhibitor,VCP;VPS4B,single_dataset,0.0047238973994024,frequent
CPD_097241972673,MZT1,zel039_aec7,7,2,1,0.0055747009933103,0.3993853032588959,0.1283422459893048,replogle_k562_gwps,,10.193793,1.0,,24.0,,,zel039_aec7,AZD-7624,Stress_kinase_inhibitor,p38 MAPK (MAPK14),single_dataset,0.0075950454291691,frequent
CPD_780406670572,YEATS2,zel039_aec7,10,2,0,0.0288340994567488,0.2428227663040161,0.1346995072478223,hepg2,,10.191623,1.0,,36.0,,,zel039_aec7,MSC1094308,AAA_ATPase_inhibitor,VCP;VPS4B,single_dataset,0.01033122496181,hub_generic_stress
CPD_930596955388,TOPBP1,"zel031_a549,zel039_aec7",10,2,1,0.0087925290808803,0.2272886931896209,0.2170057695314882,xatlas_hek293t,,10.153159,2.0,,18.0,,,"zel031_a549,zel039_aec7",veliparib,PARP_inhibitor,PARP1/PARP2,single_dataset,0.0123680222820718,hub_generic_stress
CPD_780406670572,DIMT1,zel039_aec7,7,2,0,0.0133723359799414,0.2898503243923187,0.1523413744171903,hepg2,,10.133196,1.0,,39.0,,,zel039_aec7,MSC1094308,AAA_ATPase_inhibitor,VCP;VPS4B,single_dataset,0.0086379838160502,frequent
CPD_056284183052,C12orf45,zel031_a549,5,2,0,0.0354753699574295,0.2697655260562897,0.0850753524550316,replogle_k562_gwps,,10.124118,1.0,,4.0,,,zel031_a549,fexagratinib,FGFR_inhibitor,FGFR1/2/3,single_dataset,0.0162330292452193,hub_generic_stress
CPD_168135774311,CASC3,zel039_aec7,9,2,1,0.0085098838755429,0.2198438644409179,0.0731806203121832,zhu_cd4t_stim48hr,,10.088716,1.0,,43.0,,,zel039_aec7,BAY-293,RAS_pathway_other,SOS1,single_dataset,0.0404230648891724,hub_generic_stress
CPD_168135774311,HEXIM1,zel039_aec7,9,2,0,0.0232248914103359,0.2042354494333267,0.2388728086942275,zhu_cd4t_stim48hr,,10.086105,1.0,,45.0,,,zel039_aec7,BAY-293,RAS_pathway_other,SOS1,single_dataset,0.0140121839743314,hub_generic_stress
CPD_780406670572,IRF1,zel039_aec7,6,2,0,0.0190484628333481,0.2102075666189193,0.116964561213116,zhu_cd4t_rest,,10.084694,1.0,,42.0,,,zel039_aec7,MSC1094308,AAA_ATPase_inhibitor,VCP;VPS4B,single_dataset,0.0121042202195078,hub_generic_stress
CPD_097241972673,ZNF236,zel039_aec7,10,2,0,0.0274200613228208,0.3029489517211914,0.0858754701211867,zhu_cd4t_stim8hr,,10.026794,1.0,,30.0,,,zel039_aec7,AZD-7624,Stress_kinase_inhibitor,p38 MAPK (MAPK14),single_dataset,0.0110122023791265,hub_generic_stress
CPD_097241972673,YEATS2,"zel031_a549,zel039_aec7",10,2,0,0.0271625574592561,0.2394126653671264,0.1305860721388687,hepg2,,9.9688015,2.0,,32.0,,,"zel031_a549,zel039_aec7",AZD-7624,Stress_kinase_inhibitor,p38 MAPK (MAPK14),single_dataset,0.01033122496181,hub_generic_stress
CPD_179756457827,AC118549.1,zel039_aec7,4,2,0,0.0474356375430772,0.271673709154129,0.1376932720434601,replogle_k562_gwps,,9.966007,1.0,,1.0,,,zel039_aec7,palbociclib,CDK_inhibitor,CDK4/CDK6,single_dataset,0.0111655756713149,hub_generic_stress
CPD_097241972673,DIMT1,zel039_aec7,7,2,0,0.0142081069786878,0.314903199672699,0.1465639570241232,hepg2,,9.885053,1.0,,36.0,,,zel039_aec7,AZD-7624,Stress_kinase_inhibitor,p38 MAPK (MAPK14),single_dataset,0.0086379838160502,frequent
CPD_908424475140,C5orf30,zel039_aec7,4,2,2,0.005014625992478,0.381536066532135,0.2068675114905805,jurkat,,9.878965,1.0,,29.0,,,zel039_aec7,derazantinib,FGFR_inhibitor,FGFR1/2/3,single_dataset,0.0050613186422169,frequent
CPD_097241972673,RNF14,"zel031_a549,zel039_aec7",10,2,0,0.0249671484888304,0.1959933340549469,0.3121585380792828,zhu_cd4t_stim8hr,,9.8564205,2.0,,12.0,,,"zel031_a549,zel039_aec7",AZD-7624,Stress_kinase_inhibitor,p38 MAPK (MAPK14),single_dataset,0.0163495929472825,hub_generic_stress
CPD_097241972673,PDCD11,zel039_aec7,7,2,0,0.0106426109872288,0.4388836920261383,0.1143060186956759,replogle_k562_gwps,,9.831631,1.0,,39.0,,,zel039_aec7,AZD-7624,Stress_kinase_inhibitor,p38 MAPK (MAPK14),single_dataset,0.0065827817007257,frequent
CPD_056284183052,PDCD5,"zel031_a549,zel039_aec7",10,2,0,0.0249844954372286,0.1656835824251175,0.2385449774152921,zhu_cd4t_rest,,9.824927,2.0,,8.0,,,"zel031_a549,zel039_aec7",fexagratinib,FGFR_inhibitor,FGFR1/2/3,single_dataset,0.0127238483199489,hub_generic_stress
CPD_930596955388,SRSF11,zel039_aec7,10,2,0,0.0305056414542415,0.2683778405189514,0.1711631173486272,rpe1,,9.814659,1.0,,45.0,,,zel039_aec7,veliparib,PARP_inhibitor,PARP1/PARP2,single_dataset,0.0165888552830964,hub_generic_stress
CPD_360434106630,TFDP1,zel039_aec7,10,2,1,0.0002027163997567,0.4199293851852417,0.2259236935604949,replogle_k562_gwps,,9.802286,1.0,,7.0,,,zel039_aec7,IRAK inhibitor 1,Stress_kinase_inhibitor,IRAK1/IRAK4,single_dataset,0.0168342525505978,hub_generic_stress
CPD_097241972673,WDR75,zel039_aec7,7,2,0,0.0243072435585804,0.3902914822101593,0.2745507730881738,k562_essential,,9.720061,1.0,,43.0,,,zel039_aec7,AZD-7624,Stress_kinase_inhibitor,p38 MAPK (MAPK14),single_dataset,0.00731897350323,frequent
CPD_553988088264,KAT14,zel024_hek293,3,2,1,0.0011517675201559,0.1278167068958282,0.0226018396846254,zhu_cd4t_rest,,9.611324,1.0,,1.0,,,zel024_hek293,ZF-103,Unknown_Other,Z-Screen compound,single_dataset,0.0085766344991748,frequent
CPD_360434106630,UTP23,zel039_aec7,10,2,0,0.0254910154617634,0.3239587545394897,0.1198649946342844,hepg2,,9.55673,1.0,,13.0,,,zel039_aec7,IRAK inhibitor 1,Stress_kinase_inhibitor,IRAK1/IRAK4,single_dataset,0.0211839191170606,hub_generic_stress
CPD_548023859323,MRPL21,zel039_aec7,10,2,0,0.0119606627093115,0.2175204455852508,0.124244447052161,zhu_cd4t_rest,,9.554509,1.0,,5.0,,,zel039_aec7,endoxifen,Nuclear_hormone_receptor,ESR1,single_dataset,0.007067441304041,frequent
